Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,"38822 | Due to difficulties in getting Aadhar card and Janpadpatta made, they could not be made. | 0.7349"
,,,,,,38836 | One boy did not have an Aadhaar card. | 0.7954
,,,,,,38890 | The community did not have an Aadhar card. | 0.7845
,,,,,,38901 | Non-enrolment due to Aadhar card is also a challenge. | 0.7872
,,,,,,38906 | Aadhar card problem | 0.8755
,,,,,,38919 | Some parents say that their son and daughter do not have Aadhar cards. | 0.8676
,,,,,,38978 | The community faces issues with incorrect names in Aadhar cards. | 0.7972
,,,,,,38981 | 8 children did not have Aadhar Card | 0.854
,,,,,,38991 | Four children did not have Aadhar Card | 0.8535
,,,,,,39008 | There are four children who do not have Aadhar card | 0.8508
,,,,,,"39028 | There is a mistake in the Aadhar card of Baby Kumari, father Satendra and mother Rinujhunu Devi, due to which they are facing problems in their future. | 0.7745"
,,,,,,39046 | Aadhar card problem | 0.8755
,,,,,,39056 | Two children do not have Aadhar cards. | 0.8081
,,,,,,39086 | Many children in this village do not have Aadhar card and birth certificate. | 0.7592
,,,,,,39110 | The community faces challenges in making Aadhar cards. | 0.8405
,,,,,,39125 | No Aadhar card for two children | 0.841
,,,,,,"39129 | In this village, the names of some people are wrong in their Aadhar cards. | 0.7774"
,,,,,,39136 | Denied government benefits due to wrong name on Aadhar card. | 0.7026
,,,,,,39150 | Parents were telling their children that their child's Aadhaar card has not been made. | 0.7931
,,,,,,"39163 | Reshma Kumari's Aadhaar card needs to be updated, which is affecting her ability to access certain services and benefits. | 0.6554"
,,,,,,39216 | No Aadhar Card | 0.8703
,,,,,,39221 | Issues related to Aadhar cards are hindering the community's ability to access essential services for their children. | 0.8158
,,,,,,39225 | There are problems with the Aadhaar cards of the children. | 0.8412
,,,,,,39238 | Aditya Kumar's name is wrongly registered in his Aadhar card. | 0.6113
,,,,,,39247 | 20 children do not have Aadhar cards. | 0.7958
,,,,,,"39273 | Families are facing difficulty in obtaining Aadhaar card, which is required for various benefits and services. | 0.7517"
,,,,,,39289 | The community is facing issues with obtaining Aadhar cards for children. | 0.8852
,,,,,,39291 | In case of not having Aadhar card | 0.8377
,,,,,,39307 | Aadhar card problem | 0.8755
,,,,,,39339 | The community faces challenges in obtaining birth certificates and Aadhaar cards for children. | 0.7616
,,,,,,39378 | Wrong address on Aadhaar card deprives one of government benefits | 0.6303
,,,,,,39384 | There are 10 children without Aadhar card | 0.8236
,,,,,,39397 | Problems related to Aadhar card for children | 0.902
,,,,,,"39403 | 1 girl child's age basis is wrong, increased in nomination | 0.2641"
,,,,,,39427 | The community member faced challenges in obtaining a birth certificate for their child. | 0.3665
,,,,,,39527 | The community faces challenges in making birth certificates and Aadhar cards for children. | 0.7974
,,,,,,39536 | The community faces challenges in obtaining Aadhar Cards and Birth Certificates for children. | 0.845
,,,,,,39556 | Two children do not have Aadhar card and birth certificate due to which I have seen their names | 0.7841
,,,,,,39561 | Aadhar card is not available for children | 0.8762
,,,,,,39574 | There are challenges in getting Aadhar cards made for children. | 0.8931
,,,,,,"39577 | Aadhar card is not being made due to birth certificate, hence it is not being made by asking for name. | 0.7409"
,,,,,,39581 | Reasons for not having an Aadhar Card | 0.8373
,,,,,,39588 | The ration card is not being made. | 0.4177
,,,,,,"39592 | Those who have not made Aadhar card, it was discussed to take help from the community. | 0.8104"
,,,,,,39613 | The community faces challenges in obtaining birth certificates for children. | 0.3589
,,,,,,39613 | The community faces challenges in obtaining Aadhaar cards for children. | 0.8259
,,,,,,39619 | Aadhar card number is not available | 0.7709
,,,,,,39670 | Aadhar card problem | 0.8755
,,,,,,39685 | Challenges in getting corrections made in Aadhar card | 0.8041
,,,,,,39714 | No Aadhar card for two children | 0.841
,,,,,,39724 | The community faces challenges in obtaining birth certificates for children. | 0.3589
,,,,,,39724 | The community faces challenges in obtaining Aadhar cards for children. | 0.8945
,,,,,,39727 | The community faces challenges in obtaining Aadhar cards for children. | 0.8945
,,,,,,39733 | The community faces challenges in obtaining Aadhar cards for children. | 0.8945
,,,,,,39738 | The community faces challenges in obtaining birth certificates for children. | 0.3589
,,,,,,39738 | The community faces challenges in obtaining Aadhaar cards for children. | 0.8259
,,,,,,"39785 | Due to this reason, there is a problem in making Aadhar card also | 0.8711"
,,,,,,39829 | The children do not have Aadhar cards. | 0.8054
,,,,,,39831 | The community shared drawbacks of Aadhar card | 0.8349
,,,,,,39854 | The community faces challenges in obtaining birth certificates for children. | 0.3589
,,,,,,"39858 | The punishment in the community, the punishment for a boy or girl whose Aadhar card is not made as birth certificate was discussed. | 0.7132"
,,,,,,39858 | Those who have any mistake in their Aadhar card can get it corrected and those who have not made it can get it made. | 0.8022
,,,,,,39870 | The community faces challenges in obtaining birth certificates for children. | 0.3589
,,,,,,39874 | Get the sandalwood certificate and Aadhar card and go to the block and get it made from the ward brother. | 0.6576
,,,,,,"39903 | During this, discussion with Aadhar Card | 0.8055"
,,,,,,39915 | There was a discussion on Aadhar card and why it has not been made for some individuals. | 0.8689
,,,,,,39926 | Aadhar cards of some children have not been made. | 0.8763
,,,,,,"39936 | Through games, children were told about Aadhar card and date of birth. | 0.802"
,,,,,,39937 | Aadhar cards are not being made for children. | 0.8662
,,,,,,39981 | A discrepancy in the name on the Aadhar card needs to be corrected. | 0.792
,,,,,,39985 | No Aadhar card | 0.8703
,,,,,,39996 | Don't have Aadhar card | 0.8464
,,,,,,"40020 | The community faces challenges in obtaining birth certificates and Aadhar cards for children, which hinders their enrollment in school. | 0.7964"
,,,,,,40056 | The community discussed the challenge of making birth certificates and Aadhar cards for children. | 0.7888
,,,,,,40060 | I am facing problem in creating Aadhaar ID. | 0.6661
,,,,,,40062 | Aadhar card problems for children | 0.903
,,,,,,40069 | Error in Aadhar card | 0.8324
,,,,,,40081 | Aadhar card is also not being made | 0.852
,,,,,,40104 | Aadhar card not available | 0.8443
,,,,,,40139 | The community faces challenges in obtaining Aadhar cards and birth certificates for children. | 0.845
,,,,,,"40144 | The community faces challenges in making birth certificates and Aadhar cards, which hinders school admission. | 0.7821"
,,,,,,"40150 | The community faces challenges due to lack of birth certificate and Aadhar card, which hinders access to various services. | 0.7561"
,,,,,,40227 | The community faces a challenge in making birth certificate and Aadhar card of children so that they can go to school and study. | 0.7904
,,,,,,40235 | About 27 children do not have Aadhar cards. | 0.8253
,,,,,,40246 | 8 children do not have Aadhar card | 0.8462
,,,,,,40274 | The community faces challenges in obtaining birth certificates for children. | 0.3589
,,,,,,40274 | The community faces challenges in obtaining Aadhar cards for children. | 0.8945
,,,,,,40299 | Discussion on making Aadhar card after making caste certificate | 0.7343
,,,,,,40303 | The community discussed the challenge of making birth certificates for Dhar. | 0.4674
,,,,,,40312 | Discussion on making caste certificate the basis | 0.3555
,,,,,,40313 | The community faces challenges in getting Aadhar Card and Farman Patra made for children. | 0.7835
,,,,,,40324 | Regarding Aadhar card | 0.8647
,,,,,,40325 | Discussion on making caste certificate and Aadhar card | 0.7343
,,,,,,40327 | Issues with obtaining Aadhar cards and birth certificates were also mentioned. | 0.8188
,,,,,,40340 | Aadhar Card is not being made in the village | 0.8409
,,,,,,40348 | there was discussion about making Aadhar card | 0.8472
,,,,,,40389 | The community faces issues due to Aadhar card problems. | 0.8464
,,,,,,40400 | The child's Aadhar card was not made. | 0.863
,,,,,,"40410 | Due to lack of Aadhar card in the village, the naming process is not being carried out. | 0.7065"
,,,,,,40454 | There was a problem in getting the Aadhar card made | 0.8884
,,,,,,40654 | The community is facing issues with getting Aadhar cards made | 0.8956
,,,,,,40922 | There are problems with Aadhar cards. | 0.9064
,,,,,,49319 | There are issues with the Aadhar card slogan. | 0.8091
,,,,,,49391 | There was a mistake in the child's Aadhar card | 0.8595
,,,,,,"49403 | Aadhar Card Problem: Due to error in Aadhar Card, there is problem in Namakan also. | 0.7016"
,,,,,,"49493 | Parents are facing problems with their Aadhar cards, which are not being made. | 0.8446"
,,,,,,49506 | Aadhar card has not been made yet due to poor people | 0.854
,,,,,,"49508 | During the discussion in the community, it was found that Aadhar Card of many children has not been made. | 0.881"
draft_13,Educational Access and Infrastructure Deficiencies in Rural Communities,"This theme encompasses the multifaceted challenges rural communities face in providing adequate educational opportunities for their children. It specifically addresses issues related to the availability, quality, and accessibility of educational institutions, including the impact of inadequate transportation infrastructure and the closure or limited scope of local schools.","rural education,school access,transportation barriers,educational infrastructure,school closures,quality of education",Draft,1278,3176 | There is no bus system to take children to school in the village and the road system is not good either. | 0.7755
,,,,,,3179 | Children are having difficulty getting an education due to the lack of transportation in the village. | 0.8019
,,,,,,"3179 | The school in the village has closed, forcing children to attend private schools. | 0.7185"
,,,,,,"3202 | The village lacks a local school, which means that children have to travel to another village for education, which is hampered by the lack of transportation. | 0.8641"
,,,,,,3239 | Most children in the village do not go to government schools. | 0.7581
,,,,,,"3346 | Children may have to move to another city to attend high school, which can be a significant challenge for rural families. | 0.6546"
,,,,,,4180 | Availability of Primary school only | 0.5892
,,,,,,14675 | Lack of Access to Quality Schools: Many villages have limited or no access to well-equipped schools. Children often have to travel long distances to attend classes. | 0.8319
,,,,,,"14914 | Lack of access to quality schools – Many villages have limited or distant schools, making attendance difficult for young children. | 0.7859"
,,,,,,16187 | Tell me about the upper primary school. | 0.4195
,,,,,,"16454 | There are only 17 children in the village school and one teacher, who handles everything. | 0.7035"
,,,,,,16601 | The town only has classes up to 5th standard and needs an upper primary school. | 0.5692
,,,,,,16602 | The government is closing our village school and enrolling our children in the neighboring village's K. P. S. School. | 0.6345
