Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no aadhaar,no adhar,aadhar card not made,no birth certificate,lack of Aadhar card,no ID,no id proof,no legal document,no identity proof,enrollment barriers,admission refused,adhar,aadhaar,certificate not made,document pending,lack aadhar,having aadhar,birth certificate,unable study,Aadhaar card errors,date of birth missing,name mismatch,no birth date,birth certificate pending,enrollment blocked,documents not accepted,UID not made,government ID,aadhar errors,aadhaar update,not enrolled due to document,admission refused without document,no documents for school,identity not proven,date of birth not recorded,certificate not available,proper documentation,caste certificate,residence certificate,child registration,non enrolment,wrong name",Approved,217,29294 | To help people get their Aadhar cards made | 0.7711
,,,,,,3284 | To improve children's mental health | 0.677
,,,,,,15269 | To improve the education system in Mandya by increasing child enrollment and providing better facilities | 0.6915
,,,,,,29004 | To educate children and improve their lives through education | 0.8696
,,,,,,28857 | To improve children's education | 0.9516
,,,,,,28860 | To improve children's education | 0.9516
,,,,,,28861 | To improve children's education | 0.9516
,,,,,,28864 | To improve children | 0.8906
,,,,,,15695 | To solve the problem of no one to teach | 0.6439
,,,,,,28869 | To improve children's education | 0.9516
,,,,,,14793 | To solve the problem | 0.4174
,,,,,,15801 | To understand children | 0.648
,,,,,,28894 | To improve children | 0.8906
,,,,,,4165 | To improve the morale of school children to study and play sports | 0.6744
,,,,,,28898 | To improve children | 0.8906
,,,,,,4384 | To increase the number of teachers in the school | 0.7624
,,,,,,28918 | To improve children | 0.8906
,,,,,,4141 | To improve the morale of school children and help them progress in their field | 0.7562
,,,,,,"3787 | To address the teacher shortage in our school by ensuring timely payment of salaries, thereby improving teacher retention and overall education quality. | 0.6314"
,,,,,,15563 | To emphasize the significance of education in solving problems | 0.6735
,,,,,,3862 | To provide quality education to children in the evenings due to teacher shortage in school | 0.7424
,,,,,,19836 | To address the shortage of classrooms and improve the learning environment for students | 0.6884
,,,,,,"15101 | The objective of this micro-improvement is to provide a stable and supportive environment for the children to pursue their education, by addressing the issue of alcoholism and ensuring the family's well-being. | 0.6252"
,,,,,,"28449 | To develop creative thinking in children, to stimulate imagination and new ideas, to increase children's self-confidence, to develop teamwork and communication skills, to increase interest in learning | 0.7042"
,,,,,,28935 | To increase the number of children attending school | 0.8218
,,,,,,28462 | To improve children | 0.8906
,,,,,,29274 | To improve children | 0.8906
,,,,,,29281 | To empower children through education and develop their leadership qualities | 0.7581
,,,,,,29287 | To improve the education of slow learner children by providing extra tuition classes and individual care | 0.7155
,,,,,,29431 | To improve education by attending school regularly | 0.7125
,,,,,,35531 | To improve education for children | 0.946
,,,,,,36075 | To increase children | 0.7962
,,,,,,40427 | To improve education by addressing health issues | 0.6733
,Promoting Educational Access and Engagement,"This theme encompasses initiatives aimed at increasing awareness regarding the fundamental value of education within communities, with a specific focus on encouraging consistent school enrollment and attendance for children and adolescents. It addresses barriers to access and seeks to foster a supportive environment where both students and parents understand and prioritize educational opportunities.","educational access,school enrollment,attendance,parental engagement,community awareness,student motivation",Draft,81,28527 | To increase awareness about education in the community and encourage children to attend school regularly | 0.9169
,,,,,,28553 | To increase awareness among parents about the importance of education and to encourage them to send their children to school regularly. | 0.9181
,,,,,,5191 | To address the issue of subordination in education and promote understanding of health and education among teenagers | 0.5763
,,,,,,28611 | To create awareness about education and ensure all children are connected to school | 0.8795
,,,,,,14969 | To create awareness about climate change among school students and teachers through collaborative efforts with educators. | 0.5316
,,,,,,41578 | To increase awareness about the importance of education among children | 0.9171
,,,,,,40572 | To increase awareness about education and encourage parents to send their children to school | 0.9433
,,,,,,28668 | To increase awareness about the importance of education and encourage parents to enroll their children in school | 0.9576
,,,,,,40594 | To increase enrollment and attendance of children in schools through community awareness and support | 0.8154
,,,,,,40612 | To create awareness about the importance of education in the community and encourage parents to send their children to school | 0.9453
,,,,,,28669 | To increase enrollment in schools by addressing the issue of not being enrolled | 0.6632
,,,,,,40634 | To connect school education to real-world change and inspire students | 0.6203
,,,,,,41654 | To increase awareness among parents about the importance of education and encourage them to enroll their children in school | 0.9329
,,,,,,5795 | To raise awareness about the importance of education among teenagers and parents | 0.8793
,,,,,,41665 | To enroll Pammi in school by spreading awareness about education among parents | 0.7445
,,,,,,"41667 | To empower the community, especially the Majhi community, to understand the importance of education and enroll their children in school | 0.7813"
,,,,,,40671 | To increase awareness and importance of education among deprived groups | 0.724
,,,,,,40693 | To increase awareness among parents about the importance of education and encourage them to send their children to school regularly through regular Chaupals | 0.8967
,,,,,,40708 | To create awareness about the importance of education and the correct age for enrolment among parents in the community | 0.8256
,,,,,,40709 | To empower parents to stop unfair practices in schools by raising awareness and providing support | 0.7541
,,,,,,16460 | To create awareness about health among school children | 0.6943
,,,,,,40724 | To create awareness about education among parents | 0.8716
,,,,,,40725 | To enroll children in school by raising awareness among parents about education | 0.9151
,,,,,,40729 | To ensure all children in the community have access to education by addressing enrollment barriers | 0.7302
,,,,,,40736 | To increase awareness about the importance of education among community members and encourage them to send their children to school regularly | 0.9129
,,,,,,40795 | To improve education by increasing awareness among parents of children | 0.8536
,,,,,,40849 | To connect children from deprived communities with mainstream education and raise awareness about its importance | 0.7607
